date,Mount Powell,Defiance Plateau,Black Mesa,Navajo Mountain,Carrizo,Chuska,Navajo_Nation,All_Mountains
2000-02-01,1.835,1.819,1.935,1.424,2.074,1.921,1.916,1.9
2000-03-01,-0.391,-0.465,-0.611,-0.759,-0.304,-0.289,-0.542,-0.444
2000-04-01,1.304,1.424,2.433,2.943,2.21,1.767,1.985,1.941
2000-05-01,1.833,2.037,2.753,2.61,2.606,2.351,2.222,2.416
2000-06-01,1.53,1.512,1.952,1.606,1.866,1.757,1.687,1.76
2000-07-01,0.559,0.657,1.108,0.974,1.018,0.992,0.762,0.942
2000-08-01,0.642,0.93,1.356,1.38,1.702,1.402,1.15,1.284
2000-09-01,0.927,0.845,0.982,1.014,1.559,1.247,1.032,1.082
2000-10-01,-0.733,-0.098,0.061,-0.013,0.26,0.029,0.144,0.012
2000-11-01,-4.197,-3.831,-3.921,-3.733,-3.726,-3.864,-3.574,-3.866
2000-12-01,0.898,1.302,1.807,2.089,1.544,1.57,1.288,1.576
2001-01-01,-2.294,-1.621,-0.687,-0.635,-0.139,-0.816,-0.884,-0.94
2001-02-01,-0.6,-0.455,-0.211,-0.342,0.409,0.063,-0.176,-0.14
2001-03-01,0.369,0.458,0.622,0.563,0.676,0.565,0.492,0.562
2001-04-01,0.538,0.457,0.481,0.129,0.869,0.799,0.496,0.605
2001-05-01,0.976,1.485,2.156,2.233,2.228,1.963,1.806,1.917
2001-06-01,0.538,0.694,1.328,1.186,1.581,1.203,1.177,1.136
2001-07-01,-0.037,0.178,-0.083,-0.432,0.519,0.446,0.197,0.197
2001-08-01,-0.408,-0.145,0.38,0.396,0.076,0.001,0.066,0.09
2001-09-01,0.819,1.189,2.366,2.498,2.132,1.765,1.586,1.84
2001-10-01,1.175,1.532,2.27,2.667,2.073,1.953,1.829,1.961
2001-11-01,0.45,1.311,1.734,1.38,1.923,1.805,1.667,1.642
2001-12-01,-1.711,-1.137,-0.723,-1.04,-0.663,-0.741,-0.761,-0.847
2002-01-01,-0.893,0.028,0.05,-0.317,0.05,0.124,0.065,0.046
2002-02-01,-1.049,-1.082,-0.592,-0.237,-0.746,-0.712,-1.126,-0.762
2002-03-01,-1.583,-1.573,-1.225,-1.5,-1.076,-1.218,-1.358,-1.307
2002-04-01,2.499,2.551,3.16,3.129,3.328,3.052,2.863,2.978
